State,District,ConstituencyEN,ElectionType,CandidateName,Party,BallotVotes,Election,AdvanceBallotVotes,Gender,ConstituencyMM
Kayin State,,Kayin State 6,Amyotha,ဦးကြည်စိုးထွန်း,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,655,2015,40,M,ကရင်ပြည်နယ် ၆
Kayin State,,Kayin State 9,Amyotha,ဦးစောကျော်လွင်,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,687,2015,103,M,ကရင်ပြည်နယ် ၉
Kayin State,,Kayin State 10,Amyotha,ဦးဝင်းဖေ,အမျိုးသားတိုးတက်ရေးပါတီ,733,2015,40,M,ကရင်ပြည်နယ် ၁၀
Kayin State,,Kayin State 9,Amyotha,ဦးကျော်ပိုက်,ကရင်ဒီမိုကရက်တစ်ပါတီ,762,2015,52,M,ကရင်ပြည်နယ် ၉
Kayin State,,Kayin State 1,Amyotha,ဒေါ်ကျင်ရွှေ,အမျိုးသားဒီမိုကရေစီအင်အားစုပါတီ,766,2015,66,F,ကရင်ပြည်နယ် ၁
Kayin State,,Kayin State 9,Amyotha,ဦးအုန်းမြင့်,အမျိုးသားတိုးတက်ရေးပါတီ,921,2015,72,M,ကရင်ပြည်နယ် ၉
Kayin State,,Kayin State 7,Amyotha,ဦးစောထွန်းလှမြိုင်,ဖလုံ-စဝေါ် ဒီမိုကရက်တစ်ပါတီ,1042,2015,96,M,ကရင်ပြည်နယ် ၇
Kayin State,,Kayin State 12,Amyotha,ဦးစောထယ်ရီ,ဖလုံ-စဝေါ် ဒီမိုကရက်တစ်ပါတီ,1113,2015,90,M,ကရင်ပြည်နယ် ၁၂
Kayin State,,Kayin State 3,Amyotha,ဦးစောသိန်းဟန်,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,1161,2015,170,M,ကရင်ပြည်နယ် ၃
Kayin State,,Kayin State 1,Amyotha,ဦးစောထွန်းကြည်,စည်းလုံးညီညွတ်သောကရင်အမျိုးသားဒီမိုကရက်တစ်ပါတီ,1170,2015,145,M,ကရင်ပြည်နယ် ၁
Kayin State,,Kayin State 1,Amyotha,ဦးစံဝင်း,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,1182,2015,138,M,ကရင်ပြည်နယ် ၁
Kayin State,,Kayin State 12,Amyotha,ဦးအောင်ဆန်း,မွန်အမျိုးသားပါတီ,1188,2015,66,M,ကရင်ပြည်နယ် ၁၂
Kayin State,,Kayin State 8,Amyotha,ဦးထွန်းထွန်းဝင်း,အမျိုးသားတိုးတက်ရေးပါတီ,1245,2015,0,M,ကရင်ပြည်နယ် ၈
Kayin State,,Kayin State 2,Amyotha,ဒေါ်သန်းသန်းအေး,စည်းလုံးညီညွတ်သောကရင်အမျိုးသားဒီမိုကရက်တစ်ပါတီ,1285,2015,80,F,ကရင်ပြည်နယ် ၂
Kayin State,,Kayin State 8,Amyotha,ဒေါ်နန်းဖြူဖြူဝင်း,ဖလုံ-စဝေါ် ဒီမိုကရက်တစ်ပါတီ,1379,2015,8,F,ကရင်ပြည်နယ် ၈
Kayin State,,Kayin State 3,Amyotha,ဒေါ်နန်းနှင်းနှင်းဝေ,ကရင်ပြည်နယ်ဒီမိုကရေစီနှင့်ဖွံ့ဖြိုးတိုးတက်ရေးပါတီ,1444,2015,209,F,ကရင်ပြည်နယ် ၃
Kayin State,,Kayin State 2,Amyotha,ဒေါ်ကြည်ဝင်း,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,1510,2015,160,F,ကရင်ပြည်နယ် ၂
Kayin State,,Kayin State 5,Amyotha,ဦးစောမြထွန်း,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,1679,2015,162,M,ကရင်ပြည်နယ် ၅
Kayin State,,Kayin State 8,Amyotha,ဦးစောမင်းဖုန်းဦး,ကရင်ပြည်နယ်ဒီမိုကရေစီနှင့်ဖွံ့ဖြိုးတိုးတက်ရေးပါတီ,1733,2015,7,M,ကရင်ပြည်နယ် ၈
Kayin State,,Kayin State 1,Amyotha,ဦးမြင့်ဦး(ခ)ဆရာပေါင်ချိန်,အမျိုးသားတိုးတက်ရေးပါတီ,1746,2015,127,M,ကရင်ပြည်နယ် ၁
Kayin State,,Kayin State 5,Amyotha,ဦးစိုင်းသန်းနိုင်,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,1807,2015,853,M,ကရင်ပြည်နယ် ၅
Kayin State,,Kayin State 6,Amyotha,ဒေါ်နန်းနီနီအေး,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,1889,2015,611,F,ကရင်ပြည်နယ် ၆
Kayin State,,Kayin State 6,Amyotha,ဦးသက်ဆန်းဦး,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,1991,2015,110,M,ကရင်ပြည်နယ် ၆
Kayin State,,Kayin State 3,Amyotha,ဦးဝင်းနိုင်,အမျိုးသားတိုးတက်ရေးပါတီ,2158,2015,268,M,ကရင်ပြည်နယ် ၃
Kayin State,,Kayin State 2,Amyotha,ဦးသန်းဌေး,အမျိုးသားတိုးတက်ရေးပါတီ,2214,2015,251,M,ကရင်ပြည်နယ် ၂
Kayin State,,Kayin State 1,Amyotha,ဦးခွန်တင်ဝင်း,ပအိုဝ်းအမျိုးသားအဖွဲ့ချုပ်(PNO)ပါတီ,2273,2015,234,M,ကရင်ပြည်နယ် ၁
Kayin State,,Kayin State 1,Amyotha,ဦးစောအောင်ရွှေ,ကရင်ဒီမိုကရက်တစ်ပါတီ,2296,2015,144,M,ကရင်ပြည်နယ် ၁
Kayin State,,Kayin State 4,Amyotha,ဦးစောရဲဝင်းနိုင်,ကရင်ဒီမိုကရက်တစ်ပါတီ,2717,2015,584,M,ကရင်ပြည်နယ် ၄
Kayin State,,Kayin State 4,Amyotha,ဦးစောအောင်ကျော်မိုး,အမျိုးသားတိုးတက်ရေးပါတီ,2782,2015,353,M,ကရင်ပြည်နယ် ၄
Kayin State,,Kayin State 8,Amyotha,ဒေါ်နော်ရီးနာ,ကရင်ပြည်သူ့ပါတီ,3036,2015,75,F,ကရင်ပြည်နယ် ၈
Kayin State,,Kayin State 9,Amyotha,ဦးမင်းအောင်လင်း,ဖလုံ-စဝေါ် ဒီမိုကရက်တစ်ပါတီ,3048,2015,237,M,ကရင်ပြည်နယ် ၉
Kayin State,,Kayin State 12,Amyotha,ဒေါ်နော်တင်တင်ဝင်း,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,3060,2015,370,F,ကရင်ပြည်နယ် ၁၂
Kayin State,,Kayin State 2,Amyotha,ဒေါ်နန်းသန္တာအေး,ကရင်ပြည်နယ်ဒီမိုကရေစီနှင့်ဖွံ့ဖြိုးတိုးတက်ရေးပါတီ,3203,2015,2433,F,ကရင်ပြည်နယ် ၂
Kayin State,,Kayin State 4,Amyotha,ဦးစောအုံးသင်,ဖလုံ-စဝေါ် ဒီမိုကရက်တစ်ပါတီ,3539,2015,663,M,ကရင်ပြည်နယ် ၄
Kayin State,,Kayin State 3,Amyotha,ဦးစောဘလွင်,ဖလုံ-စဝေါ် ဒီမိုကရက်တစ်ပါတီ,3766,2015,460,M,ကရင်ပြည်နယ် ၃
Kayin State,,Kayin State 11,Amyotha,ဦးစောမြဝင်း,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,3846,2015,1071,M,ကရင်ပြည်နယ် ၁၁
Kayin State,,Kayin State 10,Amyotha,ဒေါ်နော်ယုဇနဝါ,ဖလုံ-စဝေါ် ဒီမိုကရက်တစ်ပါတီ,3852,2015,364,F,ကရင်ပြည်နယ် ၁၀
Kayin State,,Kayin State 1,Amyotha,ဦးနိုင်ထွန်းဖေ,မွန်အမျိုးသားပါတီ,4079,2015,401,M,ကရင်ပြည်နယ် ၁
Kayin State,,Kayin State 4,Amyotha,ဦးစောလင်းခင်,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,4985,2015,1823,M,ကရင်ပြည်နယ် ၄
Kayin State,,Kayin State 11,Amyotha,ဒေါ်နော်ဆာမူထူး,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,5103,2015,331,F,ကရင်ပြည်နယ် ၁၁
Kayin State,,Kayin State 10,Amyotha,ဦးမင်းမျိုးတင့်လွင်,မွန်ဒေသလုံးဆိုင်ရာဒီမိုကရေစီပါတီ,5721,2015,415,M,ကရင်ပြည်နယ် ၁၀
Kayin State,,Kayin State 7,Amyotha,ဦးစောလှမောင်,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5730,2015,1035,M,ကရင်ပြည်နယ် ၇
Kayin State,,Kayin State 1,Amyotha,စောအောင်ကျော်နိုင်(ခ)ရှားဘူးဖေါ့,ဖလုံ-စဝေါ် ဒီမိုကရက်တစ်ပါတီ,5932,2015,541,M,ကရင်ပြည်နယ် ၁
Kayin State,,Kayin State 3,Amyotha,ဒေါ်နန်းရီရီထွေး,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,6161,2015,1950,F,ကရင်ပြည်နယ် ၃
Kayin State,,Kayin State 12,Amyotha,ဦးစောယှားဖောင်အွာ,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,6527,2015,278,M,ကရင်ပြည်နယ် ၁၂
Kayin State,,Kayin State 10,Amyotha,ဦးမင်းချစ်သိုင်း,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,6848,2015,1202,M,ကရင်ပြည်နယ် ၁၀
Kayin State,,Kayin State 8,Amyotha,ဒေါက်တာစောဇော်လင်း,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,7412,2015,2512,M,ကရင်ပြည်နယ် ၈
Kayin State,,Kayin State 2,Amyotha,ဦးစောခင်မောင်မြင့်,ဖလုံ-စဝေါ် ဒီမိုကရက်တစ်ပါတီ,7493,2015,1015,M,ကရင်ပြည်နယ် ၂
Kayin State,,Kayin State 9,Amyotha,ဦးစောရောဘတ်,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,9016,2015,2285,M,ကရင်ပြည်နယ် ၉
Kayin State,,Kayin State 4,Amyotha,ဒေါ်နန်းမိုးမိုးထွေး,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,10057,2015,1357,F,ကရင်ပြည်နယ် ၄
Kayin State,,Kayin State 10,Amyotha,ဒေါက်တာမျိုးအောင်,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,10239,2015,897,M,ကရင်ပြည်နယ် ၁၀
Kayin State,,Kayin State 1,Amyotha,ဦးစောကြိုင်ထွေး,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,10912,2015,2737,M,ကရင်ပြည်နယ် ၁
Kayin State,,Kayin State 7,Amyotha,ဦးစောထွန်းအောင်မြင့်,ကရင်ပြည်သူ့ပါတီ,10972,2015,1435,M,ကရင်ပြည်နယ် ၇
Kayin State,,Kayin State 9,Amyotha,ဦးစောဘီစံသိန်းမြင့်,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,12713,2015,911,M,ကရင်ပြည်နယ် ၉
Kayin State,,Kayin State 7,Amyotha,ဒေါ်နော်ခရစ္စထွန်း(ခေါ်)ဒေါက်တာအားကာမို,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,13375,2015,1242,F,ကရင်ပြည်နယ် ၇
Kayin State,,Kayin State 2,Amyotha,ဦးနိုင်မောင်မောင်လွင်,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,15616,2015,4085,M,ကရင်ပြည်နယ် ၂
Kayin State,,Kayin State 3,Amyotha,ဦးစောချစ်ဦး,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,18946,2015,1989,M,ကရင်ပြည်နယ် ၃
Kayin State,,Kayin State 8,Amyotha,ဦးမန်းဝင်းခိုင်သန်း,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,21629,2015,23,M,ကရင်ပြည်နယ် ၈
Kayin State,,Kayin State 1,Amyotha,ဦးစောမိုးမြင့်(ခ)ဆင်မြူရယ်,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,32067,2015,2782,M,ကရင်ပြည်နယ် ၁
