State,District,ConstituencyEN,ElectionType,CandidateName,Party,BallotVotes,Election,AdvanceBallotVotes,Gender,ConstituencyMM
Kayin State,,Kayin State 2,Amyotha,ဦးစောသန်းထွဋ်,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,35190,2015,2994,M,ကရင်ပြည်နယ် ၂
Magway Region,,Magway Region 10,Amyotha,ဦးမျိုးလွင်ဦး,,949,2015,101,M,မကွေးတိုင်းဒေသကြီး ၁၀
Magway Region,,Magway Region 4,Amyotha,ဦးလှမြင့်,,1007,2015,60,M,မကွေးတိုင်းဒေသကြီး ၄
Magway Region,,Magway Region 1,Amyotha,ဦးသိန်းမျိုးလွင်,,1115,2015,68,M,မကွေးတိုင်းဒေသကြီး ၁
Magway Region,,Magway Region 1,Amyotha,ဦးမျိုးဌေး,,1154,2015,81,M,မကွေးတိုင်းဒေသကြီး ၁
Magway Region,,Magway Region 3,Amyotha,ဦးညွန့်မောင်,,1637,2015,98,M,မကွေးတိုင်းဒေသကြီး ၃
Magway Region,,Magway Region 1,Amyotha,ဦးကိုကိုမောင်,,1674,2015,84,M,မကွေးတိုင်းဒေသကြီး ၁
Magway Region,,Magway Region 12,Amyotha,ဦးမြင့်အောင်,,1920,2015,261,M,မကွေးတိုင်းဒေသကြီး ၁၂
Magway Region,,Magway Region 5,Amyotha,ဦးမြင့်ဦး(ခ)ဦးဗိုလ်မြင့်,,2048,2015,115,M,မကွေးတိုင်းဒေသကြီး ၅
Magway Region,,Magway Region 3,Amyotha,ဦးဇေယျာလှ,,2416,2015,159,M,မကွေးတိုင်းဒေသကြီး ၃
Magway Region,,Magway Region 5,Amyotha,ဦးဝင်းဇော်,,2452,2015,99,M,မကွေးတိုင်းဒေသကြီး ၅
Magway Region,,Magway Region 5,Amyotha,ဦးစောသွင်,,2499,2015,180,M,မကွေးတိုင်းဒေသကြီး ၅
Magway Region,,Magway Region 2,Amyotha,ဦးအောင်ကိုကို,,2510,2015,184,M,မကွေးတိုင်းဒေသကြီး ၂
Magway Region,,Magway Region 2,Amyotha,ဒေါ်မိုးမိုးကြည်,,2722,2015,146,F,မကွေးတိုင်းဒေသကြီး ၂
Magway Region,,Magway Region 2,Amyotha,ဦးအောင်ကြည်,,2862,2015,251,M,မကွေးတိုင်းဒေသကြီး ၂
Magway Region,,Magway Region 1,Amyotha,ဦးရဲဝင်း,,2945,2015,191,M,မကွေးတိုင်းဒေသကြီး ၁
Magway Region,,Magway Region 8,Amyotha,ဦးဉာဏ်လင်းအောင်,,3073,2015,158,M,မကွေးတိုင်းဒေသကြီး ၈
Magway Region,,Magway Region 10,Amyotha,ဦးကျော်စိန်,,3113,2015,230,M,မကွေးတိုင်းဒေသကြီး ၁၀
Magway Region,,Magway Region 11,Amyotha,ဦးစန်းမောင်,,3521,2015,177,M,မကွေးတိုင်းဒေသကြီး ၁၁
Magway Region,,Magway Region 9,Amyotha,ဒေါ်မာမာခိုင်ဝေ,,3658,2015,138,F,မကွေးတိုင်းဒေသကြီး ၉
Magway Region,,Magway Region 7,Amyotha,ဦးဝင်းမွန်(ဦးဝင်းကြည်),,3954,2015,261,M,မကွေးတိုင်းဒေသကြီး ၇
Magway Region,,Magway Region 9,Amyotha,ဦးဇော်မိုးသိန်း,,3960,2015,204,M,မကွေးတိုင်းဒေသကြီး ၉
Magway Region,,Magway Region 7,Amyotha,ဦးအုန်းသန်း,,4353,2015,303,M,မကွေးတိုင်းဒေသကြီး ၇
Magway Region,,Magway Region 4,Amyotha,ဦးနန်းဝင်း,,4354,2015,202,M,မကွေးတိုင်းဒေသကြီး ၄
Magway Region,,Magway Region 12,Amyotha,ဦးဖေညို,,4584,2015,475,M,မကွေးတိုင်းဒေသကြီး ၁၂
Magway Region,,Magway Region 4,Amyotha,ဦးအောင်စိန်မြင့်,,4986,2015,296,M,မကွေးတိုင်းဒေသကြီး ၄
Magway Region,,Magway Region 9,Amyotha,ဦးအောင်သောင်း,,5577,2015,282,M,မကွေးတိုင်းဒေသကြီး ၉
Magway Region,,Magway Region 3,Amyotha,ဦးကြီးညို,,6813,2015,312,M,မကွေးတိုင်းဒေသကြီး ၃
Magway Region,,Magway Region 3,Amyotha,ဦးဝါလင်း,,8125,2015,242,M,မကွေးတိုင်းဒေသကြီး ၃
Magway Region,,Magway Region 7,Amyotha,ဦးကျော်ဝင်း,,11631,2015,1047,M,မကွေးတိုင်းဒေသကြီး ၇
Magway Region,,Magway Region 11,Amyotha,ဦးဌေးနိုင်,,11937,2015,370,M,မကွေးတိုင်းဒေသကြီး ၁၁
Magway Region,,Magway Region 6,Amyotha,ဦးစိုးမြင့်,,12488,2015,676,M,မကွေးတိုင်းဒေသကြီး ၆
Magway Region,,Magway Region 12,Amyotha,ဦးလှဆွေ,,33442,2015,3671,M,မကွေးတိုင်းဒေသကြီး ၁၂
Magway Region,,Magway Region 3,Amyotha,ဦးဆန်းညွန့်အောင်,,37432,2015,2577,M,မကွေးတိုင်းဒေသကြီး ၃
Magway Region,,Magway Region 10,Amyotha,ဦးတင်မောင်ကျော်,,37989,2015,3515,M,မကွေးတိုင်းဒေသကြီး ၁၀
Magway Region,,Magway Region 1,Amyotha,ဦးဟန်မောင်,,38487,2015,3838,M,မကွေးတိုင်းဒေသကြီး ၁
Magway Region,,Magway Region 2,Amyotha,ဦးအောင်ငြိမ်း,,39928,2015,4497,M,မကွေးတိုင်းဒေသကြီး ၂
Magway Region,,Magway Region 4,Amyotha,ဦးခင်ဇော်,,40795,2015,3205,M,မကွေးတိုင်းဒေသကြီး ၄
Magway Region,,Magway Region 9,Amyotha,ဦးသိန်းထွန်း,,45702,2015,4192,M,မကွေးတိုင်းဒေသကြီး ၉
Magway Region,,Magway Region 6,Amyotha,ဦးစိုးမြင့်,,49464,2015,5479,M,မကွေးတိုင်းဒေသကြီး ၆
Magway Region,,Magway Region 5,Amyotha,ဦးကျော်သူဦး,,51916,2015,4690,M,မကွေးတိုင်းဒေသကြီး ၅
Magway Region,,Magway Region 8,Amyotha,ဦးတင်ဝင်း,,56866,2015,5034,M,မကွေးတိုင်းဒေသကြီး ၈
Magway Region,,Magway Region 11,Amyotha,ဦးအောင်ထွန်း,,61399,2015,4188,M,မကွေးတိုင်းဒေသကြီး ၁၁
Magway Region,,Magway Region 7,Amyotha,ဦးကြည်မင်း,,68462,2015,7259,M,မကွေးတိုင်းဒေသကြီး ၇
Magway Region,,Magway Region 10,Amyotha,ဒေါက်တာကျော်ငွေ,,77581,2015,3785,M,မကွေးတိုင်းဒေသကြီး ၁၀
Magway Region,,Magway Region 4,Amyotha,ဦးအောင်ကြည်ညွန့်,,78891,2015,4347,M,မကွေးတိုင်းဒေသကြီး ၄
Magway Region,,Magway Region 12,Amyotha,ဦးပြူးလွင်,,102223,2015,6682,M,မကွေးတိုင်းဒေသကြီး ၁၂
Magway Region,,Magway Region 1,Amyotha,ဦးလှဆန်း,,107942,2015,4636,M,မကွေးတိုင်းဒေသကြီး ၁
Magway Region,,Magway Region 6,Amyotha,ဦးဝင်းမောင်,,117966,2015,7215,M,မကွေးတိုင်းဒေသကြီး ၆
Magway Region,,Magway Region 7,Amyotha,ဒေါ်သန်းသန်းအေး,,118590,2015,7417,F,မကွေးတိုင်းဒေသကြီး ၇
Magway Region,,Magway Region 2,Amyotha,ဦးခင်ဝင်း,,123142,2015,6433,M,မကွေးတိုင်းဒေသကြီး ၂
Magway Region,,Magway Region 5,Amyotha,ဦးတင်အောင်ထွန်း,,129997,2015,5660,M,မကွေးတိုင်းဒေသကြီး ၅
Magway Region,,Magway Region 8,Amyotha,ဦးဝင်းမြင့်,,130001,2015,6082,M,မကွေးတိုင်းဒေသကြီး ၈
Magway Region,,Magway Region 3,Amyotha,ဦးချစ်ထွေး,,132002,2015,5179,M,မကွေးတိုင်းဒေသကြီး ၃
Magway Region,,Magway Region 11,Amyotha,ဦးကျော်ဆွေ,,133817,2015,6024,M,မကွေးတိုင်းဒေသကြီး ၁၁
Magway Region,,Magway Region 9,Amyotha,ဦးမြမင်းဆွေ,,150393,2015,6136,M,မကွေးတိုင်းဒေသကြီး ၉
Mandalay Region,,Mandalay Region 5,Amyotha,ဒေါ်နှင်းနှင်းမွှေး,,2298,2015,61,F,မန္တလေးတိုင်းဒေသကြီး ၅
Mandalay Region,,Mandalay Region 5,Amyotha,ဦးကျော်ရင်,,3101,2015,206,M,မန္တလေးတိုင်းဒေသကြီး ၅
Mandalay Region,,Mandalay Region 2,Amyotha,ဦးဝေဖြိုးဇော်,,4216,2015,129,M,မန္တလေးတိုင်းဒေသကြီး ၂
Mandalay Region,,Mandalay Region 11,Amyotha,ဦးဇော်လွင်,,4700,2015,237,M,မန္တလေးတိုင်းဒေသကြီး ၁၁
Mandalay Region,,Mandalay Region 5,Amyotha,ဦးအောင်ကျော်သိန်း,,5207,2015,245,M,မန္တလေးတိုင်းဒေသကြီး ၅
Mandalay Region,,Mandalay Region 10,Amyotha,ဦးဇော်နိုင်ဦး,,5609,2015,341,M,မန္တလေးတိုင်းဒေသကြီး ၁၀
Mandalay Region,,Mandalay Region 1,Amyotha,ဦးမင်းအောင်,,5734,2015,117,M,မန္တလေးတိုင်းဒေသကြီး ၁
Mandalay Region,,Mandalay Region 1,Amyotha,ဦးထွန်းကြည်,,5851,2015,336,M,မန္တလေးတိုင်းဒေသကြီး ၁
Mandalay Region,,Mandalay Region 3,Amyotha,ဦးအောင်သူ,,5930,2015,205,M,မန္တလေးတိုင်းဒေသကြီး ၃
Mandalay Region,,Mandalay Region 2,Amyotha,ဦးအောင်ခိုင်စိုး,,6288,2015,142,M,မန္တလေးတိုင်းဒေသကြီး ၂
Mandalay Region,,Mandalay Region 7,Amyotha,ဦးအောင်မွန်ဟန်,,6497,2015,312,M,မန္တလေးတိုင်းဒေသကြီး ၇
Mandalay Region,,Mandalay Region 10,Amyotha,ဦးကျော်ဝင်း,,6612,2015,498,M,မန္တလေးတိုင်းဒေသကြီး ၁၀
Mandalay Region,,Mandalay Region 6,Amyotha,ဦးမျိုးမောင်မောင်စိုး,,7913,2015,264,M,မန္တလေးတိုင်းဒေသကြီး ၆
Mandalay Region,,Mandalay Region 10,Amyotha,ဦးမြင့်ဦး,,8721,2015,668,M,မန္တလေးတိုင်းဒေသကြီး ၁၀
Mandalay Region,,Mandalay Region 11,Amyotha,ဦးကျော်အောင်,,9258,2015,372,M,မန္တလေးတိုင်းဒေသကြီး ၁၁
Mandalay Region,,Mandalay Region 9,Amyotha,ဦးမြင့်ဦး,,10393,2015,638,M,မန္တလေးတိုင်းဒေသကြီး ၉
Mandalay Region,,Mandalay Region 4,Amyotha,ဒေါ်နှင်းနွယ်ဝင်း,,10721,2015,416,F,မန္တလေးတိုင်းဒေသကြီး ၄
Mandalay Region,,Mandalay Region 4,Amyotha,ဦးတင့်ဆွေ,,12552,2015,438,M,မန္တလေးတိုင်းဒေသကြီး ၄
Mandalay Region,,Mandalay Region 3,Amyotha,ဦးမြင့်စန်း,,15724,2015,469,M,မန္တလေးတိုင်းဒေသကြီး ၃
Mandalay Region,,Mandalay Region 8,Amyotha,ဦးထွန်းအောင်,,16052,2015,657,M,မန္တလေးတိုင်းဒေသကြီး ၈
Mandalay Region,,Mandalay Region 10,Amyotha,ဦးမျိုးညွန့်,,23212,2015,3394,M,မန္တလေးတိုင်းဒေသကြီး ၁၀
Mandalay Region,,Mandalay Region 5,Amyotha,ဦးဇော်မြင့်ဖေ,,39944,2015,3343,M,မန္တလေးတိုင်းဒေသကြီး ၅
Mandalay Region,,Mandalay Region 9,Amyotha,ဦးသန်းဌေး,,43944,2015,5087,M,မန္တလေးတိုင်းဒေသကြီး ၉
Mandalay Region,,Mandalay Region 1,Amyotha,ဒေါက်တာပြေသိန်း,,54867,2015,5188,M,မန္တလေးတိုင်းဒေသကြီး ၁
Mandalay Region,,Mandalay Region 2,Amyotha,ဒေါက်တာလှကြွယ်,,66423,2015,3796,M,မန္တလေးတိုင်းဒေသကြီး ၂
Mandalay Region,,Mandalay Region 10,Amyotha,ဦးမှတ်ကြီး,,72790,2015,6902,M,မန္တလေးတိုင်းဒေသကြီး ၁၀
Mandalay Region,,Mandalay Region 6,Amyotha,ဦးဝင်းမောင်,,73644,2015,5110,M,မန္တလေးတိုင်းဒေသကြီး ၆
Mandalay Region,,Mandalay Region 7,Amyotha,ဦးတင်ဦးလွင်,,75792,2015,5110,M,မန္တလေးတိုင်းဒေသကြီး ၇
Mandalay Region,,Mandalay Region 9,Amyotha,ဦးခင်မောင်ဌေး,,80242,2015,9055,M,မန္တလေးတိုင်းဒေသကြီး ၉
Mandalay Region,,Mandalay Region 11,Amyotha,ဦးကျော်မင်း,,97966,2015,4401,M,မန္တလေးတိုင်းဒေသကြီး ၁၁
Mandalay Region,,Mandalay Region 8,Amyotha,ဦးသောင်းထွန်း,,103600,2015,4255,M,မန္တလေးတိုင်းဒေသကြီး ၈
Mandalay Region,,Mandalay Region 9,Amyotha,ဦးမောင်မောင်ဆွေ,,108204,2015,4784,M,မန္တလေးတိုင်းဒေသကြီး ၉
Mandalay Region,,Mandalay Region 3,Amyotha,ဦးတင်မောင်ဝင်း,,108518,2015,6530,M,မန္တလေးတိုင်းဒေသကြီး ၃
Mandalay Region,,Mandalay Region 12,Amyotha,ဦးဌေးမောင်,,111143,2015,6321,M,မန္တလေးတိုင်းဒေသကြီး ၁၂
Mandalay Region,,Mandalay Region 6,Amyotha,ဒေါက်တာ ဦးကြွယ်ကြွယ်,,118451,2015,4813,M,မန္တလေးတိုင်းဒေသကြီး ၆
Mandalay Region,,Mandalay Region 12,Amyotha,ဦးကျော်သီဟ,,120733,2015,4144,M,မန္တလေးတိုင်းဒေသကြီး ၁၂
Mandalay Region,,Mandalay Region 11,Amyotha,ဦးစိုးအောင်,,121179,2015,9677,M,မန္တလေးတိုင်းဒေသကြီး ၁၁
Mandalay Region,,Mandalay Region 4,Amyotha,ဦးသန်းထွန်း,,124238,2015,7890,M,မန္တလေးတိုင်းဒေသကြီး ၄
Mandalay Region,,Mandalay Region 10,Amyotha,ဦးကျော်မြင့်ဦး,,139111,2015,6469,M,မန္တလေးတိုင်းဒေသကြီး ၁၀
Mandalay Region,,Mandalay Region 8,Amyotha,ဦးခင်အောင်မြင့်,,149430,2015,8641,M,မန္တလေးတိုင်းဒေသကြီး ၈
Mandalay Region,,Mandalay Region 5,Amyotha,ဦးအောင်မျိုးလတ်,,155571,2015,6707,M,မန္တလေးတိုင်းဒေသကြီး ၅
Mandalay Region,,Mandalay Region 7,Amyotha,ဦးကျော်တုတ်,,185246,2015,7152,M,မန္တလေးတိုင်းဒေသကြီး ၇
Mandalay Region,,Mandalay Region 1,Amyotha,ဒေါက်တာသန်းဝင်း,,238072,2015,7910,M,မန္တလေးတိုင်းဒေသကြီး ၁
Mandalay Region,,Mandalay Region 4,Amyotha,ဒေါ်လှဌေး(ခ)ဒေါ်အုန်းကြည်,,251691,2015,8037,F,မန္တလေးတိုင်းဒေသကြီး ၄
Mandalay Region,,Mandalay Region 3,Amyotha,ဒေါက်တာကျော်သန်းထွန်း(ကန်တုန်),,311161,2015,8248,M,မန္တလေးတိုင်းဒေသကြီး ၃
Mandalay Region,,Mandalay Region 2,Amyotha,ဦးထွန်းထွန်းဦး,,336025,2015,8290,M,မန္တလေးတိုင်းဒေသကြီး ၂
Mon State,,Mon State 9,Amyotha,ဦးမောင်အေး,၈၈မျိုးဆက်ဒီမိုကရေစီပါတီ,254,2015,32,M,မွန်ပြည်နယ် ၉
Mon State,,Mon State 9,Amyotha,ဦးငြိမ်းမောင်,တစ်သီးပုဂ္ဂလ,292,2015,18,M,မွန်ပြည်နယ် ၉
Mon State,,Mon State 11,Amyotha,ဦးသက်ထွန်း,တစ်သီးပုဂ္ဂလ,364,2015,33,M,မွန်ပြည်နယ် ၁၁
Mon State,,Mon State 11,Amyotha,ဒေါ်တင်မာမာလွင်,ဖက်ဒရယ်ပြည်ထောင်စုပါတီ,367,2015,37,F,မွန်ပြည်နယ် ၁၁
Mon State,,Mon State 3,Amyotha,ဦးသိန်းမြင့်,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,516,2015,95,M,မွန်ပြည်နယ် ၃
Mon State,,Mon State 8,Amyotha,ဦးအောင်ဝင်း(ခ)နိုင်အောင်ဝင်း,တစ်သီးပုဂ္ဂလ,607,2015,65,M,မွန်ပြည်နယ် ၈
Mon State,,Mon State 8,Amyotha,ဒေါ်သန္တာလွင်,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,692,2015,57,F,မွန်ပြည်နယ် ၈
Mon State,,Mon State 10,Amyotha,ဦးအောင်မြိုင်,ပြည်ထောင်စုမြန်မာနိုင်ငံအမျိုးသားနိုင်ငံရေးအဖွဲ့ချုပ်ပါတီ,703,2015,27,M,မွန်ပြည်နယ် ၁၀
Mon State,,Mon State 10,Amyotha,ဦးအောင်ဟိန်း(ခ)နိုင်ဥဿာ,တစ်သီးပုဂ္ဂလ,713,2015,79,M,မွန်ပြည်နယ် ၁၀
Mon State,,Mon State 9,Amyotha,ဦးရွှေမြင့်,အမျိုးသားတိုးတက်ရေးပါတီ,882,2015,81,M,မွန်ပြည်နယ် ၉
Mon State,,Mon State 3,Amyotha,ဦးမင်းလွန်းအောင်,တစ်သီးပုဂ္ဂလ,883,2015,129,M,မွန်ပြည်နယ် ၃
Mon State,,Mon State 5,Amyotha,ဦးစိုးသန်း,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,955,2015,84,M,မွန်ပြည်နယ် ၅
Mon State,,Mon State 6,Amyotha,ဦးဝင်းသိန်း,အမျိုးသားဒီမိုကရေစီအင်အားစုပါတီ,1014,2015,59,M,မွန်ပြည်နယ် ၆
Mon State,,Mon State 3,Amyotha,ဒေါ်အေးအေးနွယ်,အမျိုးသားဒီမိုကရေစီအင်အားစုပါတီ,1047,2015,50,F,မွန်ပြည်နယ် ၃
Mon State,,Mon State 5,Amyotha,ဦးထွန်းထွန်းနိုင်,တစ်သီးပုဂ္ဂလ,1069,2015,95,M,မွန်ပြည်နယ် ၅
Mon State,,Mon State 3,Amyotha,ဒေါ်နီနီလွင်,အမျိုးသမီးပါတီ(မွန်),1075,2015,48,F,မွန်ပြည်နယ် ၃
Mon State,,Mon State 6,Amyotha,ဦးစိုးဝင်း,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,1146,2015,116,M,မွန်ပြည်နယ် ၆
Mon State,,Mon State 5,Amyotha,ဦးနိုင်ထွန်းအုန်း(ခ)နဲာလဝီမွန်,တစ်သီးပုဂ္ဂလ,1204,2015,60,M,မွန်ပြည်နယ် ၅
Mon State,,Mon State 4,Amyotha,ဦးတင့်ဝေ,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,1221,2015,186,M,မွန်ပြည်နယ် ၄
Mon State,,Mon State 11,Amyotha,ဦးခွန်ဝင်းမောင်,အမျိုးသားတိုးတက်ရေးပါတီ,1246,2015,59,M,မွန်ပြည်နယ် ၁၁
Mon State,,Mon State 12,Amyotha,ဦးသိန်းလွင်,တစ်သီးပုဂ္ဂလ,1280,2015,89,M,မွန်ပြည်နယ် ၁၂
Mon State,,Mon State 12,Amyotha,ဦးစောမောင်မျိုး,ကရင်ပြည်သူ့ပါတီ,1310,2015,101,M,မွန်ပြည်နယ် ၁၂
Mon State,,Mon State 2,Amyotha,ဦးမောင်မောင်တာ,အမျိုးသားတိုးတက်ရေးပါတီ,1328,2015,101,M,မွန်ပြည်နယ် ၂
Mon State,,Mon State 12,Amyotha,ဦးသိန်းလွင်,အမျိုးသားတိုးတက်ရေးပါတီ,1678,2015,86,M,မွန်ပြည်နယ် ၁၂
Mon State,,Mon State 3,Amyotha,ဦးစောကျော်လုံးတင်,၈၈မျိုးဆက်ကျောင်းသားလူငယ်များ(ပြည်ထောင်စုမြန်မာနိုင်ငံ)ပါတီ,1764,2015,114,M,မွန်ပြည်နယ် ၃
Mon State,,Mon State 12,Amyotha,ဦးတိုးဝင်း,အမျိုးသားဒီမိုကရေစီအင်အားစုပါတီ,1861,2015,151,M,မွန်ပြည်နယ် ၁၂
Mon State,,Mon State 10,Amyotha,ဒေါ်မီမီလှိုင်ချို,အမျိုးသားဒီမိုကရေစီအင်အားစုပါတီ,1978,2015,143,F,မွန်ပြည်နယ် ၁၀
Mon State,,Mon State 3,Amyotha,ဒေါ်နန်းစန်းစန်းဝင်း,ဖလုံ-စဝေါ် ဒီမိုကရက်တစ်ပါတီ,2051,2015,86,F,မွန်ပြည်နယ် ၃
Mon State,,Mon State 11,Amyotha,ဦးတင်ရီ,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,2063,2015,234,M,မွန်ပြည်နယ် ၁၁
Mon State,,Mon State 1,Amyotha,ဦကျော်မျိုးသန့်,အမျိုးသားတိုးတက်ရေးပါတီ,2341,2015,82,M,မွန်ပြည်နယ် ၁
Mon State,,Mon State 10,Amyotha,ဦးသန်းဆွေ,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,2372,2015,169,M,မွန်ပြည်နယ် ၁၀
Mon State,,Mon State 10,Amyotha,ဦးစောခင်ဝင်းအောင်,ဖလုံ-စဝေါ် ဒီမိုကရက်တစ်ပါတီ,2431,2015,176,M,မွန်ပြည်နယ် ၁၀
Mon State,,Mon State 1,Amyotha,ဦးတင်လှိုင်,၈၈မျိုးဆက်ကျောင်းသားလူငယ်များ(ပြည်ထောင်စုမြန်မာနိုင်ငံ)ပါတီ,2582,2015,76,M,မွန်ပြည်နယ် ၁
Mon State,,Mon State 11,Amyotha,ဒေါ်အေးအေးမွန်,၈၈မျိုးဆက်ကျောင်းသားလူငယ်များ(ပြည်ထောင်စုမြန်မာနိုင်ငံ)ပါတီ,2615,2015,121,F,မွန်ပြည်နယ် ၁၁
Mon State,,Mon State 5,Amyotha,ဒေါ်မိသန်းရှင်,အမျိုးသမီးပါတီ(မွန်),2690,2015,220,F,မွန်ပြည်နယ် ၅
Mon State,,Mon State 1,Amyotha,ဒေါ်မိနွယ်နွယ်လင်း(ခ)ဒေါ်အေးသန်း,မွန်အမျိုးသားပါတီ,2780,2015,153,F,မွန်ပြည်နယ် ၁
Mon State,,Mon State 12,Amyotha,ဦးကြည်ဝင်း,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,2974,2015,243,M,မွန်ပြည်နယ် ၁၂
Mon State,,Mon State 5,Amyotha,ဦးရွှေလူး(ခ)မင်းရွှေလူး,မွန်ဒေသလုံးဆိုင်ရာဒီမိုကရေစီပါတီ,3335,2015,148,M,မွန်ပြည်နယ် ၅
Mon State,,Mon State 4,Amyotha,ဦးနိုင်ထွန်းထွန်းနိုင်,မွန်အမျိုးသားပါတီ,3412,2015,245,M,မွန်ပြည်နယ် ၄
Mon State,,Mon State 7,Amyotha,ဒေါက်တာမျိုးချစ်,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,3865,2015,1544,M,မွန်ပြည်နယ် ၇
Mon State,,Mon State 9,Amyotha,ဦးခင်မောင်မြင့်,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,4197,2015,229,M,မွန်ပြည်နယ် ၉
Mon State,,Mon State 8,Amyotha,ဦးစိုးထွန်း,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,4216,2015,1119,M,မွန်ပြည်နယ် ၈
Mon State,,Mon State 9,Amyotha,ဦးစောမောင်မောင်သိန်း,ကရင်ပြည်သူ့ပါတီ,4509,2015,202,M,မွန်ပြည်နယ် ၉
Mon State,,Mon State 8,Amyotha,ဒေါ်မိမြင့်သန်း,မွန်ဒေသလုံးဆိုင်ရာဒီမိုကရေစီပါတီ,4771,2015,210,F,မွန်ပြည်နယ် ၈
Mon State,,Mon State 10,Amyotha,ဦးဗိုလ်ဝင်း,မွန်ဒေသလုံးဆိုင်ရာဒီမိုကရေစီပါတီ,4864,2015,267,M,မွန်ပြည်နယ် ၁၀
Mon State,,Mon State 9,Amyotha,ဦးခွန်သိန်းရွှေ(ခ)သိန်းရွှေ,ပအိုဝ်းအမျိုးသားအဖွဲ့ချုပ်(PNO)ပါတီ,5502,2015,178,M,မွန်ပြည်နယ် ၉
Mon State,,Mon State 3,Amyotha,ဒေါ်မြင့်မြင့်ဝေ,မွန်ဒေသလုံးဆိုင်ရာဒီမိုကရေစီပါတီ,6040,2015,601,F,မွန်ပြည်နယ် ၃
Mon State,,Mon State 6,Amyotha,ဒေါ်သဇင်ထွေး(ခ)မိသဇင်,မွန်ဒေသလုံးဆိုင်ရာဒီမိုကရေစီပါတီ,6575,2015,495,F,မွန်ပြည်နယ် ၆
Mon State,,Mon State 7,Amyotha,ဦးနိုင်အောင်ဘ(ခ)အံက်သာ,မွန်ဒေသလုံးဆိုင်ရာဒီမိုကရေစီပါတီ,7036,2015,257,M,မွန်ပြည်နယ် ၇
Mon State,,Mon State 3,Amyotha,ဒေါ်ညွန့်ရီ(ခ)မိစန္ဒာနန်,မွန်အမျိုးသားပါတီ,7311,2015,408,F,မွန်ပြည်နယ် ၃
Mon State,,Mon State 8,Amyotha,ဦးနိုင်အောင်ဌေး,မွန်အမျိုးသားပါတီ,7478,2015,516,M,မွန်ပြည်နယ် ၈
Mon State,,Mon State 10,Amyotha,ဦးဝင်းခိုင်(ခ)နိုင်ထောရော့,မွန်အမျိုးသားပါတီ,8112,2015,479,M,မွန်ပြည်နယ် ၁၀
Mon State,,Mon State 5,Amyotha,ဦးခင်ဇော်ဝင်း,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,9213,2015,1542,M,မွန်ပြည်နယ် ၅
Mon State,,Mon State 5,Amyotha,ဦးနိုင်ငွေချမ်း(ခ)နိုင်ဃောသိုက်,မွန်အမျိုးသားပါတီ,9272,2015,415,M,မွန်ပြည်နယ် ၅
Mon State,,Mon State 4,Amyotha,ဦးရဲထွဋ်အောင်,မွန်ဒေသလုံးဆိုင်ရာဒီမိုကရေစီပါတီ,9582,2015,594,M,မွန်ပြည်နယ် ၄
Mon State,,Mon State 7,Amyotha,ဦးမြသောင်း(ခ)ဦးဗိုလ်သောင်း,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,9861,2015,536,M,မွန်ပြည်နယ် ၇
Mon State,,Mon State 1,Amyotha,ဦးမြင့်ရှိန်,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,10206,2015,855,M,မွန်ပြည်နယ် ၁
Mon State,,Mon State 7,Amyotha,ဦးနိုင်သီဟ,မွန်အမျိုးသားပါတီ,10459,2015,373,M,မွန်ပြည်နယ် ၇
Mon State,,Mon State 6,Amyotha,ဦးသက်ထွေး,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,10988,2015,2529,M,မွန်ပြည်နယ် ၆
Mon State,,Mon State 4,Amyotha,ဦးမင်းမြင့်မောင်လေး(ခ)ကိုမောင်,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,14655,2015,2116,M,မွန်ပြည်နယ် ၄
Mon State,,Mon State 3,Amyotha,ဦးခင်မောင်လေး,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,14700,2015,2981,M,မွန်ပြည်နယ် ၃
